Rotatable_Bonds	SMILES	Rot_Hash
3	C#CCNc1ncnc2sc3c(=O)n(-c4ccc5c(c4)OCCO5)cnc3c12	rot3_ac5ea23d6e
3	CN(CC(=O)O)C(=N)NP(=O)(O)O	rot3_157b9d8622
3	O=C1[C@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)C(Cl)Cl	rot3_b423bbbc55
3	CC1(Cc2ccccc2)OCC(CO)O1	rot3_d65ed3bda6
3	C#CC1(N2CC(OC(=O)NC(C)C)C2)CCCCC1	rot3_dd39e34cd0
3	C#CCNC(=O)/C(C)=C(\C)c1ccc(Cl)cc1	rot3_b0c2d97e58
3	CC(C)C(Br)C(=O)OC(C)C(Cl)(Cl)Cl	rot3_23c5d282d1
3	CCCC(=O)N(C)C(=O)O/N=C1\CSCCS1	rot3_b40bcb567f
3	NC(=O)c1nc[nH]c1OC(=O)C12CC3CC(CC(Cl)(C3)C1)C2	rot3_e1c7db02c0
3	N=C(N)/N=N/NNc1nnn[nH]1	rot3_1c8f11437e
3	O=CCCCF	rot3_9300a0d9b0
3	CC1=C/C(=N/C(=O)CBr)C=C/C1=N/S(=O)(=O)c1ccccc1	rot3_b5e17cbfe1
3	O=C(O)c1cc(-c2ccc([N+](=O)[O-])o2)c2ccccc2[n+]1[O-]	rot3_6bac717785
3	C=C(Cl)C(OC(C)=O)OC(C)=O	rot3_e8fff11562
3	O=S(=O)(Cl)OCCCl	rot3_4f8058872d
3	CCCc1c[nH]c([N+](=O)[O-])n1	rot3_04d96fc8d8
3	O=C1Oc2ccccc2C12c1ccc(Cl)cc1Oc1cc(NCc3ccccc3)ccc12	rot3_d2cda00a2b
3	O=C1C=C(O)C=C/C1=C\C=C\C=C\c1ccc(O)cc1O	rot3_41c3074163
3	Cc1n[nH]c(=S)n1Nc1ccc(S(=O)(=O)O)cc1	rot3_5b68194e82
3	CN(C)c1ccc(Nc2ccc(O)c3ccc4c(c23)C(=O)C(=O)C=C4)cc1	rot3_e58df10e1c
3	COCC1N=C(C)OC1c1ccccc1	rot3_0373ddb966
3	c1ccc(-c2nn(-c3ccccc3)[n+](-c3ccccc3)n2)cc1	rot3_ecff584588
3	CC1=CCCC(C)(C)C1CCC1(C)OCC(C)O1	rot3_ae85c6d3a3
3	CN1C=CC(C/N=N\c2ccccc2)N(C)C1=O	rot3_5175543d40
3	CC(C)C1OC(C(C)C)P(=O)(O)C(C(C)C)O1	rot3_cd31611cbb
3	COc1ccc(-[n+]2cc3c(=O)[nH]ccc3c3ccccc32)cc1OC	rot3_ad8afd1deb
3	C=CCCC1CC=CC2C(=O)C=CC(=O)C12	rot3_8e77709152
3	O=C(O)C(CCl)S(=O)(=O)O	rot3_22af1d741e
3	COc1c2ccccc2c(OC)c2cc(N(O)C(C)(C)C)ccc12	rot3_3d6aa3262b
3	COc1cc2c(cc1OC)SC(c1ccccc1C(F)(F)F)=CC2	rot3_497fd946aa
3	O=C1C=CC2C(C1)C(OCc1ccccc1)CS2(=O)=O	rot3_370a6a8795
3	N#CCCC(=O)c1cscn1	rot3_7156a31565
3	C[C@@H]1CCC[C@H](C)N1N(CC#N)N=O	rot3_3f39041d0d
3	C=CCN1C(=O)CS/C1=N/NC(=S)NC	rot3_fda2ea0b7d
3	O=C(OC1CCCCC1Cl)C(=O)c1ccccc1	rot3_428a858533
3	CC(C)N(C(C)C)P1OCCN1C	rot3_32b2e67bd1
3	CC[C@@]1(O)C[C@@H](C(N)=O)N=C1c1ncccc1O	rot3_b6a36c289d
3	CN(C)c1nc(C(=O)c2c[nH]c3ccccc23)c2n1-c1c([nH]c3ccccc13)C2=N	rot3_1d285df23b
3	CS(=O)CN(N=O)C(C)(C)C	rot3_37d502f943
3	Cn1ccc(CO)c1CCO	rot3_8ec7ecd64a
3	O=C1CNC[N+]1([O-])CC(O)c1ccc(Cl)cc1Cl	rot3_c435b641f3
3	CCS(=O)c1cn(C)cc(-c2cccc(C(F)(F)F)c2)c1=O	rot3_243e47a075
3	CN(C)CCn1n[n+]([O-])c2ccccc21	rot3_309b6cb2ac
3	C1=C(c2ccccc2)N(c2ccccc2)CCN1c1ccccc1	rot3_da0368c09a
3	COP(N)(=O)c1ccc(C(Cl)Cl)cc1	rot3_7c71334220
3	S=C=NCc1ccc(-c2ccc(Br)cc2)cc1	rot3_711c1510f6
3	CN(C#N)CCc1cccc2c1ccc1ccc(O)c(O)c12	rot3_e5b02b528e
3	COC1CC(=C(c2cccs2)c2cccs2)CN(C)C1	rot3_6c1ae2593f
3	CC(=O)C[C@]1(O)C(N)=C(C(=O)O)C(=O)[C@H]2O[C@H]21	rot3_cc4bc07e39
3	c1ccc2c(c1)ncn2P(n1cnc2ccccc21)n1cnc2ccccc21	rot3_8bf88711de
3	CC1CCc2c(cn(-c3ccccc3)c2/C=N/NC(N)=O)C1	rot3_10eadddaa6
3	CN1C[C@H](COC2=CC(=O)CC2)CC2c3cccc4[nH]c(Cl)c(c34)C[C@H]21	rot3_d2972d9b4d
3	O=c1[nH]c(=S)[nH]n1SSn1[nH]c(=S)[nH]c1=O	rot3_2fe9f45629
3	CC(C)(C)NC(=O)CC1C2C=CC(C2)C1CC#N	rot3_4baaa60075
3	CC(=O)C(C(C)=O)C1=C(C)C(=O)C(C)=C(C)C1=O	rot3_6ecebeabaf
3	CC(C)(C)N1C(=O)CC(CCC(N)=O)C12CCCCC2	rot3_831de9460b
3	CCCn1cccc1C(N)=S	rot3_6f31972000
3	CCC(CC)C(N)=S	rot3_539f90063e
3	CN(C)C(C)(C)Cn1ccnc1	rot3_c011e58366
3	COCCN1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1	rot3_e443285876
3	C=CCN1C(=S)Nc2ccccc2C1C(=O)OO	rot3_14dcb4c705
3	O=[N+]([O-])c1ccc(NC2C=Cc3c(ccc4ccccc34)O2)cc1	rot3_3bbf5d2e36
3	C(=N/OC1CCCCC1)\c1ccncc1	rot3_0fb535ea4b
3	CCCC12COC(C3CC4CCC3C4)(OC1)OC2	rot3_a37604f70d
3	CN1C(=O)CC[C@H]1c1ccc[n+]([C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)c1	rot3_8e0632b138
3	CC1=C(COc2c3ccoc3cc3oc(=O)ccc23)CCC(C)(C)C1	rot3_21c15ba587
3	CCOC(=O)C(C)(C)C(F)=C(F)F	rot3_adefa2a3a0
3	COC(=O)/C(Cl)=N/Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1	rot3_0c9a033ae7
3	CCOC(=O)Cc1nnc2cc(Br)ccc2n1	rot3_50bd41aa96
3	COc1ccccc1NC1=Nn2c(nnc2-c2ccccc2Cl)SS1	rot3_d294a6d25a
3	CC(C)(Nc1nc(N)nc(Cl)n1)C(N)=O	rot3_8bd717ee6e
3	CCCC(=O)C1=CCCN2CCC[C@H]12	rot3_d157f755d5
3	C#CCOc1cc(-n2nc(C)c(Cl)c2C)c(Cl)cc1F	rot3_81230d7018
3	NNCc1c(Cl)c(N)c(Cl)c(S(=O)(=O)O)c1Cl	rot3_2e36722f95
3	O=C(O)CC1c2cc(Cl)ccc2C(=O)NN1c1ccc2snnc2c1	rot3_bc43c0c5b3
3	Clc1ccc(/C(=C\c2ccccc2)c2cc3cc(Br)cc(Br)c3o2)cc1	rot3_b301656f59
3	CC(=O)CCN1CCC2=C(C)c3ccccc3C2C1	rot3_fbe4ba2a2f
3	CCC1(C)CC(=O)N(c2ccc(S(N)(=O)=O)c(F)c2)C1=O	rot3_61444268fe
3	O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O	rot3_d7e808590f
3	COC1(OC)C2C=CC1C(C)(C1OCCO1)C2	rot3_7252e0c7a9
3	S=C(Cc1nn(-c2ccc(Cl)cc2)c2c1CCCC2)N1CCOCC1	rot3_712c0a564e
3	CC(O)(/C=C\c1ccccc1)c1ccccn1	rot3_730ec79f82
3	C#CC[N+](C)([O-])Cc1ccccc1	rot3_6a9fbff528
3	CC(=O)C(C(=O)c1ccccc1)=C1SCCS1	rot3_b044094ccc
3	C[C@]1(O)C[C@H](O)[C@@H](N)[C@H]([C@H](O)[C@H](O)CO)O1	rot3_b69249bdd1
3	O=C(NC1=CC(=O)[C@]2(CO)O[C@@H]2[C@H]1O)c1cccc(Cl)c1O	rot3_697d66933b
3	C1CCC(CCC2OCCO2)CC1	rot3_5b3165b6b8
3	COC(=O)Cc1c(C(=O)O)c(C)cn1C	rot3_8b19743e08
3	NNC(=O)C1=CC=CCN1Cc1ccccc1O	rot3_33d9acbf34
3	CC(C)[C@H]1CC[C@@H](C)CC1[C@]1(C(=O)[O-])CC=CC=C1O	rot3_18e89e3689
3	O=c1c2c(c1=O)N(CCP(=O)(O)O)CCCN2	rot3_366e079168
3	O=C1C(Cl)=C(Cl)C(=O)N1CCc1ccccc1	rot3_049b6568a7
3	N#CCCCc1ncccc1N	rot3_bfb9a93b64
3	C=CC/C(=C(/F)C(F)(F)C(F)(F)F)C(F)(F)F	rot3_07f1e61a8c
3	Cc1c(/N=N/c2ccn(-c3ccc(Cl)c(Cl)c3)n2)c(O)n(C)c(=O)c1C#N	rot3_0a89c17fe6
3	C=C(C=O)C(C)C(C)C	rot3_d3cf7d354f
3	CC/C(CSC)=N\O	rot3_3d79a54072
3	C=CCOC(=O)Oc1c(I)cc(C#N)cc1I	rot3_edc0bdbf77
3	N#CSCCN1C(=O)c2c(c3ccc2o3)C1=O	rot3_0867254efd
3	CC1=C(c2ccccc2)C(=O)N(C(C)(C)c2cc(Cl)cc(Cl)c2)CO1	rot3_7fc392f627
3	C=CCN1C(=O)/C(=C\C=C2\CCCN2C)OC1=S	rot3_ee21485e3b
3	Cc1sccc1Sc1nccnc1C(C)C	rot3_b1e39d0bdf
3	Cc1cc(CC(C)C)c(O)c(C2CCCC2)c1	rot3_c9644f2c3c
3	CC(C)COC(=O)c1c[nH]c(=O)[nH]1	rot3_35d234b431
3	CCOC(=O)C1=C2SC=C(C(=O)NC)N2CCS1	rot3_f88a838d97
3	NC(=O)c1noc2c1NCN(c1ccccc1)C2c1ccccc1	rot3_1a4c670faa
3	Cc1nnc(NC(=O)CN(C)C)o1	rot3_161ee1259a
3	CCSC(=S)NC(=O)CC(=O)C(C)(C)C	rot3_e5403e5bb6
3	CCO/C=N/C1=C(C#N)C2(CCCCC2)Cc2ccccc21	rot3_3ca54599f4
3	Cc1ccoc1C(=O)CC(C)C	rot3_bfc0377617
3	N#CCN1CN(CC#N)CN(CC#N)C1	rot3_402d82315f
3	C/C(=N\N(C)c1ccccn1)C(C)C	rot3_648d29d591
3	CC(=O)C[C@](C)(S)C(=O)Cl	rot3_a2f7cb3ca2
3	CC(C)CCC1C[C@@H](C)C(=O)[C@H](C)C1	rot3_d83dd83ade
3	N#CN/N=C/N=C/N1CCCCC1	rot3_5099bab016
3	CCN1C(=O)C(=O)OC1=C(c1ccccc1)c1ccccc1	rot3_ed63d199e1
3	CCCC(N)S(=O)(=O)O	rot3_f979a0152f
3	CCN(CC)C1=CC(=O)n2cccc21	rot3_925dfba43f
3	CCOC1CSc2ccccc2C(c2ccccc2)=N1	rot3_3cff77e066
3	CC1(C)O[C@H]2[C@H](n3cnc4c(N)ncnc43)O[C@](F)(CN=[N+]=[N-])[C@H]2O1	rot3_7c4d9e11ea
3	O=P1(CCc2ccc(Cl)cc2)CC(Br)C(Br)C1	rot3_12d532cfff
3	CC1(C)NC(=N)NC(=N)N1c1cccc(/C=C(\C#N)c2ccccc2)c1	rot3_493ccf7fa1
3	CC(C)N1C(=O)C(C#N)=C(c2ccccc2)SC1c1ccccc1	rot3_4c018043d3
3	CO/C(=N\c1ccccc1)SSC(C)C	rot3_937b2c8f7f
3	O=c1oc2ccccc2n1P(=O)(N1CCOCC1)N1CCOCC1	rot3_bd27c7a9b6
3	O=C1C2=C(/C=C/c3ccccc3)OCCC2=NN1c1ccccc1	rot3_e86a9115de
3	OC1(c2ccccc2Cl)c2cc(Cl)ccc2N=C(c2ccccc2Cl)N1c1ccc(Cl)cc1	rot3_2ff8b43c89
3	C/C=C/COP(C)(=O)F	rot3_17152b60bb
3	O=C(O)/C(Cl)=C(\CO)C(Cl)Cl	rot3_e91a43c67a
3	CSc1cc(O)c(SC)c(SC)c1O	rot3_3956fd05a3
3	COc1ccc2c(c1)-c1nc(OC)c(C#N)c(-c3ccc4c(c3)OCO4)c1CS2	rot3_840efbaaa1
3	CC1([N+](=O)[O-])C(=O)NC(=O)NC1OC(=O)CCl	rot3_7f96ad7cd0
3	N#CNc1n[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2[O-])cs1	rot3_6be803050c
3	CN(C)P(=S)(N(C)C)N1CCCCC1	rot3_23014ee15d
3	O=C(/C=C/Sc1c[nH]cn1)N1CCOCC1	rot3_e9714cc240
3	O=C(O)C1=CC(c2cc([N+](=O)[O-])ccc2O)=NCCN1	rot3_d2aeda4d66
3	COC1=C/C(=N/O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O	rot3_69bd2516dd
3	BrCCC1=NCCN1c1cccc2ccccc12	rot3_386c474f80
3	Cc1nn(-c2ccc3cc(-n4cc(Cl)cn4)c(=O)oc3c2)nc1-c1ccccc1	rot3_fae4035f84
3	OC(c1ccc(F)cc1)(c1cccnc1)c1cc2ccccc2o1	rot3_94c6ffb35b
3	Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCC2)n1	rot3_9e56e6523d
3	O=C(O)[C@]1(O)C=C(c2cn(-c3ccccc3)nn2)[C@@H](O)[C@H](O)C1	rot3_f20bd8ec8e
3	c1ccc(-c2n[nH]cc2-c2ccnc(-n3ccnc3)c2)nc1	rot3_310177668b
3	Cc1cccc2cc(/C=C/C(=O)c3ccc(I)s3)c(Cl)nc12	rot3_9f0439329b
3	CC(C)(C)CNc1nc(C#N)ncc1C#CCN1Cc2ccccc2C1	rot3_0911b5df32
3	O=P(O)(O)C(O)(C1CCc2ccncc21)P(=O)(O)O	rot3_74a42b9db3
3	Cc1[nH]c2ccccc2c1C1=CC(c2ccccc2)=NN=C(c2ccccc2)C1	rot3_943f1b106b
3	COc1cc2c(cc1OC)-c1c(-c3cncn3C)ncn1CC2	rot3_9d35737381
3	c1ccc(Nc2nc3c(-c4nnc[nH]4)cccc3n3cccc23)cc1	rot3_6fa4c92a59
3	Cc1ccsc1/C=C/c1nc(N)nc(-c2ccccc2O)n1	rot3_423e264e31
3	Cn1ccnc1CN1CCC2(CC1)C(=O)N(c1cccs1)c1ccccc12	rot3_16b1e58185
3	CC(C)c1ccccc1Nc1[nH]c(N)nc2cc3ccccc3c1-2	rot3_8a07dbcb9a
3	C/C=C\n1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1C	rot3_642bec0e03
3	CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1	rot3_0305cc0bcc
3	OC1(c2ccccc2)c2ccccc2N(Cc2ccccc2)c2ccccc21	rot3_f6abceb05c
3	O=S(=O)(Nc1nnc2n1-c1ccccc1CC2)c1ccc(Cl)cc1S	rot3_72c59229ac
3	Nc1ccc2cccc(NS(=O)(=O)c3cc(Br)c(Br)s3)c2n1	rot3_50b1be2756
3	Cc1cccc(C2CCCN2NC(=O)c2cnc3c(c(C)nn3C)c2Cl)c1	rot3_af75dd9956
3	CC(=O)NC(=O)C1CCC(C2N=CC(c3cccc(Br)c3)=N2)CC1	rot3_72b1c79038
3	O=[N+]([O-])c1ccc(/[NH+]=c2\cc(O)n(-c3c(Cl)cc(Cl)cc3Cl)[n-]2)cc1	rot3_31e95ceeba
3	Fc1cc2[nH]c(SSC3CCCCC3)nc2cc1Cl	rot3_98b4609e4f
3	O=C1OC(=O)c2ccc(SCCO)c3cccc1c23	rot3_1e144829d4
3	N#CN/C(=N\Cc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)N1CCOCC1	rot3_3f2df6ae8e
3	O=C(O)C[C@@H]1COc2cc3c(cc21)OCC(c1cc(F)cc(C(F)(F)F)c1)O3	rot3_fdc66c6571
3	O=C(NCC1CCNCC1)c1c2n(c3ccccc13)CCCO2	rot3_f2b286a3af
3	O=C(NOC1CCCCO1)C(=O)NC1C2CC3CC(C2)CC1C3	rot3_593d2c11e5
3	NCC1(c2cccc(Cl)c2)CCC(N2CCn3c(nnc3C(F)(F)F)C2=O)CC1	rot3_7335b3df39
3	O=c1c(-n2cnc(C(F)(F)F)c2)c[nH]n1-c1ccc(CO)cn1	rot3_f5183c92c0
3	CCC(C)OC(=O)C1CC(Cl)CCC1C	rot3_6fdaa65bf8
3	CN(C(=O)c1ccc(C#N)cc1)[C@@H]1N(C)C(c2ccc(C#N)cc2)=NC1(C(F)(F)F)C(F)(F)F	rot3_e99febe7eb
3	Cc1ncnc(C#N)c1-c1ccc(Oc2nccc3[nH]ccc23)cc1F	rot3_5c4aa92ea9
3	O=C1C=C(O)/C(=C/NN2C(=O)C3C(C2=O)C2C=CC3C23CC3)C=C1[N+](=O)[O-]	rot3_5aa6a8b024
3	Nc1nc(N)[n+]([C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)nc1-c1cccc(Cl)c1Cl	rot3_2ada27aba3
3	CCCC1CCc2c(sc(N)c2C(N)=O)C1	rot3_ac33d5b64d
3	CCS(=O)(=O)N1CCN(C2CCC(C)CC2)CC1	rot3_801539c9d5
3	O=C(OC1CCOC1=O)c1ccc(-c2nc3ccccc3s2)s1	rot3_6732750277
3	CC1CCC2(CC1)NC(=O)N(CC(=O)c1ccc[nH]1)C2=O	rot3_b49abed70c
3	O=C1CC[n+]2c([nH]c3ccccc32)[C-]1C(=O)Nc1ccccc1[N+](=O)[O-]	rot3_e7bbf93411
3	Cn1c(C(C#N)C2=C(Cl)C(=O)N(c3ccccc3)C2=O)nc2ccccc21	rot3_e4f0b0a9be
3	CCN1CCN(/C=N/c2nc3c(s2)CCCC3)CC1	rot3_3c76511a80
3	O=C(Oc1ccccc1)c1c(Cl)cccc1P(=O)(O)O	rot3_cb922fdbd1
3	Fc1ccc(Sc2cc(Cl)c(-c3ccccc3)nn2)cc1	rot3_ad0bee47df
3	CCN1C(=O)/C(=C/c2nc3ccccc3c(=O)n2-c2ccccc2)c2ccccc21	rot3_d5de59b1cb
3	COc1cc([N+](=O)[O-])cc2c1NC(C1CC=CCC1)C1CC=CC21	rot3_723f3ef36d
3	CCOC(=O)c1nnc(/N=c2\ssnc2Cl)o1	rot3_6fb052b2dd
3	CNc1nc(Cl)nc(Sc2nc(C)cc(C)n2)n1	rot3_faaa29ac7f
3	O=NC1CC2(CC(N=O)C1N=O)OCCO2	rot3_58096f9f31
3	c1csc(-c2nn3c(Cn4cnc5ccccc54)nnc3s2)c1	rot3_c5cc0f5062
3	COC(=O)C1=C(C)NC(=O)C1(Nc1ccc(Cl)cn1)C(F)(F)F	rot3_38cb08e79c
3	C=C(C)CSc1nc2c(cc1C#N)CCC2	rot3_09653b62eb
3	CC(C)c1ccc(/C=C/c2ccc(=O)n(C)n2)cc1	rot3_932fb45ecb
3	CCOC(=O)CC1=CSC2=NS(=O)(=O)CCN12	rot3_3a5c3bf68f
3	O=c1c2ccccc2cnn1Cc1n[nH]c(=S)n1C1CC2CCC1C2	rot3_6cd2df7d6a
3	CCn1c(C)[n+](-c2ccccc2)c2ccc(NC(C)=O)cc21	rot3_47aa82811f
3	CCOc1cc(C2C3=C(CCCC3=O)N=C3CCCC(=O)C32)cc(Cl)c1O	rot3_c187baaf9c
3	O=S(=O)(c1ccc2c(c1)OCCO2)N1CCC(n2nnc3cc(F)ccc32)CC1	rot3_08ce5ca2b6
3	COc1cc(/N=C2\SSNC2Cl)c(OC)cc1Cl	rot3_ec82ffa077
3	O=C(N/N=C1\C(=O)N(C2OC(=O)c3ccccc32)c2ccccc21)c1ccco1	rot3_af95160916
3	Cc1cccc2nc(COc3ccc4ccccc4c3Br)cn12	rot3_83dcf08949
3	S=c1[nH]c(-c2ccccc2)cn1/N=C/c1cccc2ccccc12	rot3_808df8f055
3	Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1Cc1ccccc1	rot3_9433750dcd
3	CC1NON=C1C(=O)N/N=C/C1=CC(=O)C(=O)C=C1	rot3_c8968f6675
3	O=C1C=C(c2ccc(Cl)cc2)C(=O)N1Nc1ccccc1	rot3_7847fd4196
3	CC1(C)Oc2ccccc2C(=O)C1(Cl)SNc1ccc(F)cc1	rot3_b8472d6fb0
3	Cc1nc(-c2ccc(Cl)cc2)sc1C1(C)CC(c2ccc(Cl)cc2)=NO1	rot3_615b613516
3	COc1ccc(C2N=C(Nc3ccc(C)cc3)Nc3nc(C)cc(=O)n32)cc1	rot3_540b1a7e28
3	O=C(/C=C/c1ccc(F)cc1)NC(=S)NNC(=O)c1cnccn1	rot3_be415dfecf
3	Cc1cc(C)cc(COn2ccnc2)c1	rot3_a84b3c1dfa
3	Cc1ccccc1NC1=NC(=O)C(CO)(CO)S1	rot3_56dd320cc7
3	CN(C)C(=O)OCCc1n(C)cc[n+]1C	rot3_7507d16ba2
3	Cc1ccsc1C/N=N/c1ncnc2nc[nH]c12	rot3_33b56c73fd
3	O=C(c1cc(-c2ccco2)nc2ccccc12)N1CCC(CO)CC1	rot3_e04065136a
3	CC(C)SC1=NC(C)(C)CC(/C=C/c2ccc(Cl)cc2Cl)=N1	rot3_a12c3e9045
3	Cc1nc2c(cc1C(=O)/C=C/c1ccccc1F)CCCC2	rot3_2ef4d82ca4
3	Cc1cc(Cl)ccc1C(=O)C1CCCN(C(=O)c2cnsn2)C1	rot3_5e6428978a
3	CN(C)c1nc(C=C(C#N)C#N)c(Cl)n1-c1ccc(F)cc1	rot3_9c5a863994
3	Cn1nnc2c[n+](CC(=O)c3ccc4ccccc4c3)cc(Br)c21	rot3_a9c8b761c2
3	CCOC(=O)NC1(C(F)(F)F)N=C(c2ccccc2)NC1=O	rot3_634a4a1b56
3	O=S(=O)(NC1CC2CCC1C2)c1ccc2c(c1)OCCO2	rot3_4d14333bb7
3	CC(=O)Oc1ccccc1-c1nc(C)nc(N(C)C(C)=O)n1	rot3_af4bcfb24f
3	Cc1ccc(NC2=CS(=O)(=O)CC2[N+](=O)[O-])cc1	rot3_ec9e584a34
3	Fc1cccc(F)c1-n1c(CN2CCCC2)csc1=S	rot3_a5dd5713a6
3	CN(C)c1ccc(C2C3C(=O)NC(=O)C3ON2c2ccc(Cl)cc2)cc1	rot3_76ebabebcf
3	Cc1cc(=O)[nH]c(/N=N/Cc2ccc(Br)s2)n1	rot3_696a4f8b3d
3	CCOC(=O)c1c(C)c2c(n1C)CCCC2N=O	rot3_381cb25b0b
3	C=COc1ccc(N2C(=O)c3ccccc3OC2C)cc1	rot3_179cf000a8
3	O=C1C(Br)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1	rot3_b483a12cdd
3	CNc1[nH]c(=O)[nH]c(=O)c1/N=N/c1cc(Cl)ccc1Cl	rot3_ac19bf5dd8
3	COc1cc2c(C#CCO)c(-c3ccc(C#N)cc3)oc(=O)c2cc1OC	rot3_7952e616b5
3	Cc1ccccc1Cn1cccc1/C=C1/C(=N)N2C=CSC2=NC1=O	rot3_43d844c16d
3	C#CCN1C(=O)S/C(=C\c2ccc(N3CCOCC3)cc2C)C1=O	rot3_ac4dff34bd
3	CC1(C)CC(=O)[C-](/N=[NH+]/c2cc3c(cc2[N+](=O)[O-])OCCO3)C(=O)C1	rot3_9978dc8736
3	Cc1ccccc1-c1noc(/C(C#N)=C\c2ccccc2F)n1	rot3_e74347498d
3	Cc1ccc(-c2c[n+](Cc3ccc(Cl)c(Cl)c3)c3n2CCC3)cc1	rot3_dc5bc6565c
3	Cn1nc([N+](=O)[O-])nc1Oc1ccc(C(C)(C)C)cc1	rot3_9e8a8e2271
3	CC(C)(C)C(=O)NC(Sc1ccncn1)C(Cl)(Cl)Cl	rot3_68d4e7783f
3	Cc1c(Cl)c(C(=O)NNC(=S)NCc2ccco2)nn1C	rot3_f17dfa8b97
3	CO/N=C/c1cccc([NH+]=O)c1O	rot3_cce05a0c90
3	Clc1ccc([C@H](c2ccccc2Cl)C(Cl)Cl)cc1	rot3_fdb6b4c3d8
3	COc1cc(F)ccc1-c1ccnc2[nH]c(C3CN(C)CCO3)cc12	rot3_001a9199c4
3	CCc1cc(NC(=O)c2ccc3cc4n(c3n2)CC(C)(C)CNC4=O)no1	rot3_d6b68de582
3	NNC(=O)c1ccc(N2CCC(c3noc4ccc(F)cc34)CC2)nn1	rot3_9b2f68a5fe
3	O=C(Nc1nsc2ncc(-c3cccs3)cc12)C1CCCCC1	rot3_1799552d67
3	COc1cc(C23c4ccccc4C(=O)N2CCN3C(=O)c2cc(F)c(F)c(F)c2)ccc1F	rot3_6e2b5ba3d1
3	O=C1CCCc2nc(COc3ccccc3)sc21	rot3_43a1c0f3e3
3	O=C1CCC(NC2=NC(C3CC3)NC(c3cccc(Cl)c3)=N2)CN1	rot3_45b9f732e2
3	O=S(=O)(c1ccccc1)N1C=Cc2ccccc2C1c1c[nH]c2ccccc12	rot3_3c1768f388
3	N=C(NCc1ccco1)Nc1ccc2c(n1)CCCC2	rot3_d59d7c2834
3	CCCC(=O)C1=C(O)OC(C)(C)OC1=O	rot3_656bdc9895
3	CC(C)Cc1ncc(C(C)C)n(O)c1=O	rot3_99e7d53ced
3	NCCS/C(=N\O)c1ccccc1	rot3_bc9ca253bd
3	O=C1NC(=S)NC(=O)C1Cc1ccc(-c2ccccc2C(F)(F)F)o1	rot3_86d881e093
3	[C-]#[N+]C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N[C@@H]1c1ccc(C#N)cc1[S@](C)=O	rot3_cc2738dbd3
3	O=C1NCC(SCc2ccc(Cl)cn2)CC1O	rot3_ed5150eba9
3	Cc1cccc2c1N(C(=O)CSc1ccc(Br)cn1)CCC2	rot3_39eba9deac
3	[C-]#[N+]c1ccc(N2CC(OC(=O)N3CCN(C(C)C)CC3)C2)nc1	rot3_87b3ca9dc2
3	CC(C)CNC(=O)c1nonc1N	rot3_d97741d5b1
3	COc1ccc(C)n2nc(/C=C/c3cc(Cl)c4cccc(F)c4n3)nc12	rot3_b2264f4bfc
3	O=C1C2C=NN=C2c2ncc(-c3ccccc3N3CCOCC3)cc2N1CC(F)(F)F	rot3_de82740030
3	Cc1c(C(=O)c2nn3c(nc(=N)c4ccccc43)s2)c(=O)n(-c2ccccc2)n1C	rot3_16b3e22ff0
3	N#Cc1ccc2c(c1)NC(=O)CN(C(=O)C[C@H](N)[C@H]1CCc3cc(F)c(F)cc31)C2	rot3_bae9cd2e35
3	Cn1cc(-c2cc3c(-c4cccc(C5CCNCC5)n4)n[nH]c3cn2)cn1	rot3_c55ce3e800
3	O=C(/N=C(/Nc1cccc(Cl)c1)NC1CC(C(F)(F)F)NN1)c1cccc(Cl)c1	rot3_7efb6ac864
3	CCn1ccc2ccc(C3CCC([C@@]4(C)CCNC4=O)C(=O)N3)cc21	rot3_1d178b245b
3	Cn1cc(-c2cc(C#N)nc3cc(Cc4ccnc(C(F)(F)F)c4)ccc23)cn1	rot3_df7a35df99
3	C[C@H]1CO[C@@H](c2ccccn2)CN1c1ccc2nc(-c3cccc(Cl)c3)[nH]c2n1	rot3_a5781d11e9
3	CC1=CC(=O)N=C2C(C)=C/C(=N\c3nccc(Nc4cccc5[nH]ncc45)n3)C=C12	rot3_bfc0c13a82
3	O=c1nc(NCc2cc3ccccc3s2)c2cccnc2n1O	rot3_7302a467a5
